Company,TypeName,Inches,ScreenResolution,Ram,OpSys,Weight,Touchscreen,IPS_panel,Cpu_brand,HDD,SSD,Gpu_brand,PRICE
HP,Workstation,15.6,1920x1080,8,Windows,2.6,0,0,Intel Core i7,0,256,Nvidia,92615.0256
HP,Notebook,15.6,1366x768,4,Windows,1.86,0,0,AMD Processor,500,0,AMD,21258.72
Lenovo,Gaming,15.6,1920x1080,8,Others/No OS/Linux,2.4,0,1,Intel Core i7,0,256,Nvidia,46300.32
HP,2 in 1 Convertible,13.3,3840x2160,8,Windows,1.29,1,1,Intel Core i7,0,512,Intel,106506.72
Asus,Notebook,14.1,1366x768,4,Windows,1.65,0,0,Other Intel Processor,0,0,Intel,18541.44
Dell,Ultrabook,14.0,2560x1440,8,Windows,1.5,1,0,Intel Core i7,0,256,Intel,104587.57439999998
MSI,Gaming,15.6,1920x1080,8,Windows,2.2,0,0,Intel Core i7,1000,128,Nvidia,63499.10399999999
Lenovo,Ultrabook,14.0,2560x1440,16,Windows,1.13,0,1,Intel Core i7,0,1000,Intel,139860.0
Acer,Notebook,15.6,1920x1080,4,Windows,2.2,0,0,Intel Core i7,500,0,Nvidia,34045.92
Lenovo,Notebook,15.6,1920x1080,8,Others/No OS/Linux,2.3,0,1,Intel Core i5,0,256,Intel,30529.44
HP,Notebook,14.0,1920x1080,8,Windows,1.48,0,0,Intel Core i7,0,256,Intel,68837.76
Dell,Ultrabook,13.3,1920x1080,8,Windows,1.22,1,1,Intel Core i5,0,128,Intel,52161.12
Lenovo,2 in 1 Convertible,13.3,1920x1080,8,Windows,1.19,1,1,Intel Core i7,0,512,Intel,79866.72
Lenovo,Notebook,14.0,1366x768,4,Windows,1.44,0,0,Other Intel Processor,0,0,Intel,13266.72
Lenovo,Ultrabook,14.0,1920x1080,8,Windows,1.13,0,1,Intel Core i5,0,0,Intel,99900.0
Dell,2 in 1 Convertible,13.3,1920x1080,16,Windows,1.22,1,0,Intel Core i7,0,256,Intel,87858.72
Lenovo,Notebook,13.3,1920x1080,8,Windows,1.44,0,0,Intel Core i5,0,256,Intel,50562.72
Dell,Notebook,14.0,1366x768,4,Windows,1.76,0,0,Intel Core i3,500,0,Intel,31168.8
Dell,Gaming,15.6,3840x2160,8,Windows,2.62,0,0,Intel Core i7,1000,128,Nvidia,79813.44
Dell,Ultrabook,14.0,1920x1080,8,Windows,1.36,0,0,Intel Core i7,0,512,Intel,89510.4
Dell,Notebook,15.6,1366x768,4,Windows,2.18,0,0,Intel Core i5,1000,0,AMD,36496.2672
HP,Netbook,11.6,1366x768,4,Others/No OS/Linux,1.23,0,0,Other Intel Processor,0,0,Intel,20512.8
Toshiba,Ultrabook,13.3,1366x768,8,Windows,1.2,0,0,Intel Core i5,0,256,Intel,58341.6
HP,Notebook,15.6,1920x1080,4,Windows,1.86,0,0,Other Intel Processor,0,256,Intel,21258.1872
Dell,Gaming,15.6,3840x2160,16,Windows,4.42,0,1,Intel Core i7,1000,256,Nvidia,152859.7872
Asus,Notebook,15.6,1920x1080,16,Windows,2.2,0,0,Intel Core i7,1000,128,Nvidia,93186.72
Toshiba,Notebook,15.6,1920x1080,16,Windows,2.4,0,1,Intel Core i7,0,256,Nvidia,75924.0
HP,Notebook,15.6,1366x768,4,Windows,1.86,0,0,Intel Core i5,1000,0,Intel,26037.4032
Dell,Notebook,15.6,1366x768,8,Windows,2.3,0,0,Intel Core i3,1000,0,Intel,24455.52
Dell,Notebook,15.6,1920x1080,8,Windows,2.2,0,0,Intel Core i7,2000,128,AMD,52480.8
HP,Gaming,17.3,1920x1080,12,Windows,3.74,0,1,Intel Core i7,1000,0,AMD,93186.72
HP,Notebook,15.6,1366x768,4,Windows,2.07,0,0,Intel Core i3,500,0,Intel,34632.0
HP,Notebook,15.6,1366x768,4,Others/No OS/Linux,2.1,0,0,Intel Core i5,500,0,Intel,25414.0272
Asus,Notebook,15.6,1366x768,4,Windows,2.2,0,0,Other Intel Processor,500,0,Intel,19660.32
Lenovo,Ultrabook,14.0,1920x1080,16,Windows,1.7,0,0,Intel Core i7,0,512,Intel,122490.72
Dell,Notebook,15.6,1366x768,4,Windows,2.25,0,0,Intel Core i5,500,0,AMD,31914.72
Lenovo,2 in 1 Convertible,13.3,3200x1800,16,Windows,1.3,1,1,Intel Core i7,0,512,Intel,79866.72
Asus,Ultrabook,12.5,1920x1080,16,Windows,0.91,0,0,Intel Core i7,0,512,Intel,103896.0
HP,Ultrabook,14.0,1920x1080,4,Windows,1.48,0,0,Intel Core i5,0,256,Intel,57648.96
Lenovo,2 in 1 Convertible,13.3,1920x1080,8,Windows,1.37,1,1,Intel Core i7,0,256,Intel,93635.3376
Lenovo,Ultrabook,12.5,1920x1080,8,Windows,1.36,0,1,Intel Core i5,0,256,Intel,93772.8
Lenovo,Notebook,15.6,1920x1080,4,Windows,2.2,0,0,Intel Core i5,500,0,Intel,28504.8
Lenovo,Ultrabook,14.0,1920x1080,8,Windows,1.96,0,1,Intel Core i7,0,256,Nvidia,101391.84
Acer,Notebook,15.6,1366x768,4,Windows,2.23,0,0,Intel Core i5,500,0,Intel,32980.32
Asus,Ultrabook,15.6,1920x1080,8,Windows,1.7,0,0,Intel Core i5,0,256,Nvidia,52054.56
Lenovo,Notebook,15.6,1920x1080,8,Windows,2.2,0,0,Intel Core i7,1000,0,Nvidia,47898.72
Asus,Notebook,15.6,1366x768,4,Windows,2.65,0,0,Other Intel Processor,1000,0,Intel,16463.52
Dell,Gaming,15.6,1920x1080,16,Windows,3.49,0,0,Intel Core i7,1000,256,Nvidia,149916.6
Lenovo,Notebook,14.0,1366x768,4,Windows,2.02,0,0,Intel Core i5,500,0,Intel,52747.2
Acer,Notebook,15.6,1366x768,4,Others/No OS/Linux,2.4,0,0,Intel Core i3,500,0,Intel,19276.704
Apple,Ultrabook,15.4,2880x1800,16,Mac,1.83,0,1,Intel Core i7,0,512,AMD,152274.24
Asus,Notebook,14.0,1366x768,4,Windows,1.65,0,0,AMD Processor,0,64,AMD,14811.3072
HP,Notebook,15.6,1920x1080,8,Windows,2.31,0,0,Intel Core i5,0,256,Intel,62071.2
Dell,2 in 1 Convertible,15.6,1920x1080,12,Windows,2.19,1,1,Intel Core i7,0,512,Intel,69210.72
Dell,Notebook,15.6,1366x768,2,Windows,2.2,0,0,Other Intel Processor,500,0,Intel,20193.12
Lenovo,2 in 1 Convertible,14.0,2560x1440,16,Windows,1.42,1,0,Intel Core i7,0,1000,Intel,150462.72
Lenovo,Notebook,15.6,1366x768,4,Others/No OS/Linux,1.9,0,0,Other Intel Processor,0,128,Intel,14418.6336
Lenovo,Notebook,14.0,1366x768,2,Windows,1.5,0,0,Other Intel Processor,0,0,Intel,12201.12
Toshiba,Notebook,15.6,1920x1080,8,Windows,2.2,0,1,Intel Core i7,0,256,Intel,74538.72
Dell,Notebook,15.6,1920x1080,16,Others/No OS/Linux,2.02,0,0,Intel Core i7,2000,256,AMD,55890.72
Asus,Gaming,17.3,1920x1080,16,Windows,2.9,0,0,Intel Core i7,1000,256,Nvidia,113060.16
Lenovo,Notebook,15.6,1920x1080,8,Windows,2.17,0,0,Intel Core i7,0,256,Intel,47893.39199999999
Lenovo,2 in 1 Convertible,14.0,1920x1080,8,Windows,1.8,1,1,Intel Core i7,0,256,Intel,88924.31999999999
HP,Notebook,15.6,1920x1080,4,Windows,2.31,0,0,Intel Core i5,500,0,Intel,50083.2
Asus,Gaming,15.6,1920x1080,24,Windows,2.24,0,0,Intel Core i7,0,512,Nvidia,158135.04
Dell,Workstation,15.6,1920x1080,8,Windows,1.78,0,0,Intel Core i7,0,256,Nvidia,128298.24
Asus,2 in 1 Convertible,13.3,1920x1080,8,Windows,1.1,1,0,Intel Core i5,0,256,Intel,70063.2
Dell,Notebook,15.6,1920x1080,8,Windows,2.2,0,0,Intel Core i7,0,256,AMD,39693.6
Lenovo,Notebook,14.0,1920x1080,4,Windows,1.87,0,0,Intel Core i5,500,0,Intel,41824.8
Lenovo,Gaming,15.6,1920x1080,8,Windows,3.31,0,1,Intel Core i7,1000,128,Nvidia,63722.88
Apple,Ultrabook,12.0,2304x1440,8,Mac,0.92,0,1,Other Intel Processor,0,0,Intel,69264.0
HP,Notebook,14.0,1920x1080,8,Windows,1.43,0,0,Intel Core i7,0,256,Intel,118761.12
Dell,Ultrabook,13.3,1920x1080,4,Windows,1.4,0,1,Intel Core i5,0,256,AMD,43601.688
Acer,2 in 1 Convertible,11.6,1366x768,4,Others/No OS/Linux,1.25,1,1,Other Intel Processor,0,0,Intel,20725.92
Dell,Notebook,15.6,1366x768,4,Others/No OS/Linux,2.18,0,0,Intel Core i5,1000,0,Intel,27804.7008
Lenovo,Notebook,15.6,1920x1080,6,Windows,2.2,0,0,Intel Core i5,0,256,Intel,30849.12
Dell,Notebook,15.6,1366x768,8,Windows,1.95,0,0,Intel Core i5,0,128,Intel,43156.8
Acer,Notebook,15.6,1920x1080,8,Windows,2.2,0,0,Intel Core i7,0,256,Nvidia,44328.96
Apple,Ultrabook,13.3,1440x900,8,Mac,1.35,0,0,Intel Core i5,0,0,Intel,58554.72
Google,Ultrabook,12.3,2400x1600,16,Others/No OS/Linux,1.1,1,0,Intel Core i7,0,512,Intel,117162.72
HP,Notebook,15.6,1920x1080,6,Windows,2.04,0,0,AMD Processor,0,0,AMD,29303.4672
HP,Notebook,15.6,1920x1080,8,Windows,1.9,0,0,Intel Core i7,1000,0,AMD,67612.31999999999
Dell,Notebook,17.3,1920x1080,8,Windows,2.8,0,1,Intel Core i5,1000,128,AMD,52161.12
HP,Workstation,17.3,1920x1080,16,Windows,3.0,0,1,Other Intel Processor,0,256,Nvidia,233845.92
HP,Notebook,15.6,1920x1080,8,Windows,1.84,0,0,Intel Core i5,500,256,Intel,112065.9552
Lenovo,Ultrabook,14.0,2560x1440,12,Windows,1.4,0,1,Intel Core i7,0,256,Intel,98994.24
Lenovo,2 in 1 Convertible,10.1,1920x1200,4,Others/No OS/Linux,0.69,1,1,Other Intel Processor,0,0,Intel,29250.72
HP,Notebook,15.6,1920x1080,6,Windows,2.04,0,0,AMD Processor,0,0,AMD,29303.4672
Dell,Notebook,15.6,1366x768,4,Windows,2.2,0,0,Intel Core i3,1000,0,AMD,29073.297599999994
Asus,Gaming,17.3,1920x1080,16,Windows,4.3,0,1,Intel Core i7,1000,512,Nvidia,114552.0
Dell,Notebook,15.6,3840x2160,16,Windows,2.06,1,0,Intel Core i7,0,1000,Nvidia,127818.72
Lenovo,Gaming,15.6,1920x1080,8,Others/No OS/Linux,2.4,0,1,Intel Core i5,1000,128,Nvidia,52693.92
Acer,Notebook,15.6,1366x768,4,Windows,2.4,0,0,AMD Processor,500,0,AMD,20619.36
Dell,Notebook,15.6,1920x1080,8,Others/No OS/Linux,1.98,0,0,Intel Core i7,0,256,Nvidia,47686.1328
HP,Workstation,15.6,1920x1080,8,Windows,3.14,0,0,Intel Core i7,0,256,Nvidia,110017.872
Asus,Notebook,15.6,1366x768,4,Windows,2.03,0,0,AMD Processor,1000,0,AMD,21471.84
Dell,2 in 1 Convertible,13.3,1920x1080,8,Windows,1.24,1,0,Intel Core i5,0,256,Intel,101178.72
Toshiba,Ultrabook,14.0,1366x768,4,Windows,1.25,0,0,Intel Core i5,0,128,Intel,58075.2
Lenovo,2 in 1 Convertible,15.6,1920x1080,4,Windows,2.1,1,1,Intel Core i5,0,256,Intel,46193.76
Xiaomi,Ultrabook,13.3,1920x1080,8,Windows,1.28,0,1,Intel Core i5,0,256,Nvidia,49816.8
HP,Notebook,15.6,1920x1080,8,Windows,2.04,0,0,Intel Core i7,0,256,Nvidia,54291.78719999999
Lenovo,Notebook,15.6,1366x768,4,Windows,1.9,0,0,Intel Core i5,0,128,Intel,26533.44
HP,Notebook,15.6,1366x768,4,Windows,1.86,0,0,Intel Core i5,500,0,Intel,25840.8
Lenovo,Gaming,15.6,1920x1080,8,Others/No OS/Linux,2.4,0,1,Intel Core i7,1000,256,Nvidia,61218.72
HP,Netbook,12.5,1366x768,4,Windows,2.4,0,0,Intel Core i5,0,128,Intel,85194.72
HP,Ultrabook,13.3,1920x1080,8,Windows,1.38,0,1,Intel Core i7,0,256,Nvidia,59620.32
HP,Gaming,17.3,1920x1080,16,Windows,3.78,0,1,Intel Core i7,1000,256,Nvidia,79813.44
Dell,Notebook,15.6,1366x768,2,Windows,2.2,0,0,Other Intel Processor,500,0,Intel,20193.12
HP,Notebook,13.3,1920x1080,8,Windows,1.49,0,0,Intel Core i7,0,512,Intel,58767.84
Dell,Gaming,15.6,1920x1080,8,Windows,2.62,0,0,Intel Core i7,0,0,Nvidia,47898.72
Acer,Notebook,15.6,1920x1080,8,Others/No OS/Linux,2.5,0,0,Intel Core i7,0,256,Nvidia,46833.12
Dell,Ultrabook,13.3,3840x2160,8,Windows,1.21,1,1,Intel Core i7,0,256,Intel,103842.72
MSI,Gaming,17.3,1920x1080,16,Windows,2.7,0,0,Intel Core i7,1000,256,Nvidia,85141.44
Asus,Ultrabook,14.0,1920x1080,16,Windows,1.3,0,0,Intel Core i7,0,512,Nvidia,79653.59999999999
HP,Notebook,13.3,1366x768,4,Windows,1.49,0,0,Intel Core i3,500,0,Intel,42624.0
HP,Notebook,15.6,1920x1080,8,Windows,2.04,0,0,Intel Core i7,0,256,Intel,57009.6
HP,Workstation,15.6,1920x1080,8,Windows,2.31,0,1,Intel Core i7,0,512,Intel,81731.52
Lenovo,2 in 1 Convertible,13.9,1920x1080,8,Windows,1.37,1,1,Intel Core i7,0,512,Intel,98514.72
Dell,Gaming,15.6,1920x1080,8,Others/No OS/Linux,2.62,0,0,Intel Core i7,1000,0,Nvidia,49497.12
HP,Ultrabook,15.6,1920x1080,8,Windows,1.88,0,0,Intel Core i7,0,256,Intel,115709.2416
HP,2 in 1 Convertible,13.3,1920x1080,4,Windows,1.28,1,0,Intel Core i5,0,256,Intel,90576.0
Razer,Gaming,14.0,1920x1080,16,Windows,1.95,0,0,Intel Core i7,0,1000,Nvidia,186426.72
Fujitsu,Notebook,15.6,1366x768,8,Windows,2.2,0,0,Intel Core i5,0,256,Intel,42570.72
Lenovo,Gaming,15.6,1920x1080,16,Windows,2.4,0,1,Intel Core i7,2000,256,Nvidia,60153.12
Vero,Notebook,13.3,1920x1080,4,Windows,1.35,0,0,Other Intel Processor,0,0,Intel,10442.88
HP,Notebook,15.6,1920x1080,4,Windows,2.1,0,1,Intel Core i5,500,0,Intel,38468.16
Dell,Gaming,15.6,1920x1080,16,Windows,2.56,0,0,Intel Core i7,0,512,Nvidia,66560.5728
Google,Ultrabook,12.3,2400x1600,8,Others/No OS/Linux,1.1,1,0,Intel Core i5,0,128,Intel,67932.0
Lenovo,Gaming,15.6,1920x1080,8,Windows,2.5,0,1,Intel Core i7,1000,128,Nvidia,59087.52
Dell,Notebook,15.6,1366x768,6,Windows,2.3,0,0,Intel Core i3,1000,0,Intel,24455.52
Lenovo,Gaming,15.6,1920x1080,16,Windows,2.6,1,1,Intel Core i7,1000,128,Nvidia,54825.12
Lenovo,Notebook,15.6,1920x1080,4,Windows,2.2,0,0,Intel Core i3,0,128,Intel,26586.72
Dell,Notebook,15.6,1366x768,4,Windows,2.18,0,0,Intel Core i5,1000,0,Intel,37725.4368
Lenovo,Ultrabook,12.5,1920x1080,16,Windows,1.36,0,1,Intel Core i7,0,512,Intel,95797.44
Asus,Notebook,14.0,1920x1080,4,Windows,2.0,0,0,Intel Core i3,0,256,Intel,40972.32
HP,Ultrabook,12.5,3840x2160,8,Windows,0.97,1,1,Other Intel Processor,0,512,Intel,107305.92
Lenovo,Notebook,15.6,1920x1080,8,Windows,2.1,0,1,Intel Core i5,1000,256,AMD,60978.96
Lenovo,Ultrabook,14.0,1920x1080,8,Windows,1.7,0,1,Intel Core i7,0,256,Intel,79333.3872
Dell,Ultrabook,12.5,1920x1080,8,Windows,1.26,1,0,Intel Core i5,0,256,Intel,91288.3536
Dell,Gaming,17.3,3840x2160,32,Windows,4.42,0,1,Intel Core i7,1000,512,Nvidia,167691.8736
Lenovo,Notebook,14.0,1920x1080,8,Others/No OS/Linux,1.5,0,1,Intel Core i7,0,512,AMD,42570.72
Dell,Notebook,15.6,3840x2160,16,Windows,2.06,1,0,Intel Core i7,0,512,Nvidia,127712.16
Lenovo,2 in 1 Convertible,15.6,1920x1080,8,Windows,2.0,1,1,Intel Core i7,0,256,Intel,69210.72
Toshiba,Notebook,15.6,1366x768,4,Windows,2.1,0,0,Intel Core i5,500,0,Intel,32074.56
HP,Notebook,15.6,1920x1080,8,Windows,1.84,0,0,Intel Core i5,0,256,Intel,101232.0
Toshiba,Notebook,13.3,1920x1080,4,Windows,1.2,0,0,Intel Core i5,0,128,Intel,63669.6
HP,Notebook,13.3,1920x1080,8,Windows,1.49,0,0,Intel Core i5,0,512,Intel,51095.52
Lenovo,Notebook,15.6,1920x1080,8,Windows,2.2,0,1,Intel Core i7,1000,0,Nvidia,35644.32
Lenovo,Notebook,17.3,1920x1080,8,Others/No OS/Linux,2.8,0,0,Intel Core i7,2000,0,Nvidia,45234.72
Dell,Notebook,15.6,1920x1080,8,Windows,2.0,0,0,Intel Core i7,0,256,Nvidia,97449.12
Acer,Notebook,15.6,1366x768,4,Windows,2.1,0,0,Other Intel Processor,500,0,Intel,17742.239999999998
Lenovo,Notebook,15.6,1366x768,4,Windows,2.2,0,0,Other Intel Processor,1000,0,Intel,16303.68
Lenovo,Notebook,15.6,1920x1080,8,Others/No OS/Linux,2.2,0,0,Intel Core i5,0,256,Nvidia,33513.119999999995
Acer,Notebook,15.6,1920x1080,8,Windows,2.23,0,0,Intel Core i7,1000,0,Nvidia,39533.76
Dell,Gaming,15.6,1920x1080,16,Windows,3.21,0,0,Intel Core i7,1000,256,Nvidia,147832.28639999998
HP,Notebook,15.6,1366x768,8,Windows,2.04,1,0,Intel Core i5,1000,0,Intel,29783.52
MSI,Gaming,15.6,1920x1080,8,Windows,2.3,0,0,Intel Core i7,1000,128,Nvidia,62284.32
Dell,Ultrabook,13.3,3200x1800,8,Windows,1.29,1,0,Intel Core i7,0,256,Intel,78694.56
Asus,Ultrabook,13.3,1920x1080,16,Windows,1.1,1,0,Intel Core i7,0,512,Intel,93181.392
Asus,Notebook,15.6,1920x1080,8,Windows,2.3,0,1,Intel Core i7,0,256,Nvidia,41931.36
Dell,2 in 1 Convertible,13.3,1920x1080,16,Windows,1.62,1,0,Intel Core i7,0,512,Intel,68145.12
HP,Notebook,17.0,1600x900,8,Windows,2.6,0,0,AMD Processor,1000,0,AMD,27753.552
Apple,Ultrabook,13.3,1440x900,8,Mac,1.34,0,0,Intel Core i5,0,0,Intel,47895.5232
Lenovo,2 in 1 Convertible,13.3,1920x1080,8,Windows,1.37,1,1,Intel Core i5,0,256,Intel,74538.72
Toshiba,Ultrabook,13.3,1920x1080,16,Windows,1.36,1,0,Intel Core i7,0,512,Intel,100006.56
Asus,Gaming,15.6,1920x1080,16,Windows,2.5,0,1,Intel Core i7,1000,256,Nvidia,85248.0
Dell,Ultrabook,14.0,1920x1080,8,Windows,1.36,0,0,Intel Core i7,0,256,Intel,94572.0
Dell,Notebook,15.6,1920x1080,8,Windows,2.18,0,0,Intel Core i7,0,256,Nvidia,53807.472
Lenovo,Notebook,15.6,1366x768,4,Others/No OS/Linux,2.1,0,0,Intel Core i5,500,0,Intel,21205.44
Dell,Notebook,15.6,1920x1080,4,Windows,2.2,0,0,Intel Core i5,0,256,AMD,39906.72
HP,Workstation,17.3,1920x1080,8,Windows,3.0,0,1,Intel Core i7,0,256,Nvidia,210424.032
HP,Notebook,15.6,1920x1080,6,Windows,2.04,0,0,Intel Core i3,1000,0,AMD,28717.92
Lenovo,Gaming,15.6,1920x1080,8,Windows,2.4,0,1,Intel Core i5,1000,0,Nvidia,43636.32
Lenovo,Notebook,13.3,1366x768,4,Others/No OS/Linux,1.45,0,0,Other Intel Processor,0,0,Intel,24503.472
Toshiba,Notebook,13.3,1920x1080,8,Windows,1.2,0,0,Intel Core i5,0,256,Intel,64628.64
HP,Notebook,17.3,1920x1080,6,Windows,2.71,0,1,AMD Processor,2000,0,AMD,34898.932799999995
Dell,Gaming,17.3,1920x1080,32,Windows,4.42,0,0,Intel Core i7,1000,256,Nvidia,149184.0
Lenovo,Notebook,15.6,1920x1080,4,Others/No OS/Linux,2.2,0,0,Intel Core i5,0,128,Intel,24935.04
Lenovo,Notebook,15.6,1920x1080,4,Windows,1.8,0,0,Intel Core i5,0,256,Intel,44169.12
Lenovo,2 in 1 Convertible,14.0,1920x1080,4,Windows,1.8,1,1,Intel Core i7,0,128,Intel,33992.64
Dell,2 in 1 Convertible,15.6,1920x1080,16,Windows,2.0,1,0,Intel Core i7,0,512,Intel,68464.8
Lenovo,2 in 1 Convertible,14.0,2560x1440,8,Windows,1.42,1,1,Intel Core i5,0,256,Intel,124142.4
Lenovo,Notebook,14.0,1366x768,4,Windows,1.43,0,0,Other Intel Processor,0,0,Intel,14598.72
HP,Notebook,14.0,1920x1080,4,Windows,1.48,0,0,Intel Core i5,0,256,Intel,84715.2
Mediacom,Notebook,13.3,1920x1080,4,Windows,1.35,0,1,Other Intel Processor,0,0,Intel,13586.4
Asus,Notebook,15.6,1366x768,4,Windows,1.86,0,0,Other Intel Processor,0,128,Intel,22324.32
Lenovo,Gaming,17.3,1920x1080,32,Windows,4.6,0,1,Intel Core i7,1000,256,Nvidia,141884.63999999998
Asus,Gaming,15.6,1920x1080,16,Windows,2.59,0,1,Intel Core i7,1000,128,Nvidia,71341.92
Dell,Notebook,17.3,1920x1080,8,Others/No OS/Linux,2.8,0,1,Intel Core i5,1000,128,AMD,47365.92
MSI,Gaming,15.6,1920x1080,16,Windows,2.94,0,0,Intel Core i7,1000,256,Nvidia,96916.32
Dell,Ultrabook,13.3,3200x1800,8,Windows,1.2,1,0,Intel Core i7,0,256,Intel,74538.72
Dell,Notebook,14.0,1366x768,8,Windows,1.6,0,0,Intel Core i5,0,256,Intel,60031.1088
Dell,Notebook,15.6,1920x1080,8,Windows,2.36,0,0,Intel Core i5,0,256,AMD,47365.92
Lenovo,Notebook,15.6,1366x768,4,Windows,2.3,0,0,Intel Core i3,0,128,Intel,30103.2
Acer,2 in 1 Convertible,13.3,1920x1080,8,Windows,1.5,1,1,Intel Core i5,0,256,Intel,45128.16
Dell,2 in 1 Convertible,15.6,1920x1080,4,Windows,2.08,1,1,Intel Core i3,1000,0,Intel,42410.3472
Lenovo,Notebook,17.3,1920x1080,8,Windows,3.4,0,1,Intel Core i7,0,256,Nvidia,159786.72
Toshiba,Notebook,14.0,1920x1080,8,Windows,1.25,1,1,Intel Core i5,0,256,Intel,81784.8
Lenovo,Gaming,15.6,1920x1080,8,Others/No OS/Linux,2.5,0,1,Intel Core i5,1000,0,Nvidia,54185.76
HP,2 in 1 Convertible,13.3,3200x1800,16,Windows,1.42,1,0,Intel Core i7,0,256,Intel,74538.72
Dell,Notebook,15.6,1920x1080,8,Windows,2.09,0,0,Intel Core i5,0,256,Intel,56633.976
Dell,Notebook,15.6,1366x768,6,Windows,2.3,1,0,Intel Core i3,1000,0,Intel,23389.92
Acer,Notebook,15.6,1366x768,12,Windows,2.2,0,1,Intel Core i5,1000,0,Nvidia,36975.7872
Apple,Ultrabook,12.0,2304x1440,8,Mac,0.92,0,1,Other Intel Processor,0,0,Intel,62071.2
Lenovo,Notebook,15.6,1366x768,4,Windows,2.38,0,0,Intel Core i5,500,0,Intel,56210.4
Lenovo,Notebook,14.0,1920x1080,8,Windows,1.9,0,1,Intel Core i5,0,256,Intel,49976.64
Asus,Notebook,17.3,1366x768,4,Windows,2.8,0,0,Other Intel Processor,1000,0,Nvidia,25059.715199999995
HP,Notebook,15.6,1920x1080,12,Windows,2.21,0,1,Intel Core i7,1000,128,Nvidia,70702.56
Dell,Ultrabook,13.3,3200x1800,8,Windows,1.29,1,0,Intel Core i5,0,256,Intel,86526.72
Lenovo,Ultrabook,14.0,1920x1080,16,Windows,1.14,0,1,Intel Core i7,0,512,Intel,130536.0
Dell,Notebook,15.6,1366x768,4,Others/No OS/Linux,2.18,0,0,Intel Core i3,1000,0,Intel,23650.992
Toshiba,Notebook,13.3,1920x1080,8,Windows,1.2,0,0,Intel Core i5,0,256,Intel,81784.8
Lenovo,Notebook,15.6,1366x768,4,Others/No OS/Linux,1.9,0,0,Intel Core i5,1000,0,Intel,26101.872
HP,Notebook,17.3,1920x1080,4,Windows,2.5,0,1,Intel Core i3,0,256,AMD,37242.72
Asus,Notebook,15.6,1920x1080,6,Windows,2.0,0,0,Intel Core i3,0,256,Nvidia,30742.56
Dell,Netbook,11.6,1366x768,4,Windows,1.63,0,0,Other Intel Processor,0,128,Intel,39640.32
Toshiba,Ultrabook,13.3,1920x1080,16,Windows,1.2,0,0,Intel Core i7,0,512,Intel,93080.16
Lenovo,2 in 1 Convertible,13.9,1920x1080,8,Windows,1.4,1,1,Intel Core i5,0,256,Intel,85194.72
HP,Notebook,15.6,1366x768,4,Windows,2.31,0,0,Intel Core i5,500,0,Intel,63882.72
HP,Notebook,15.6,1366x768,4,Others/No OS/Linux,1.96,0,0,Intel Core i5,500,0,Intel,26586.72
HP,Notebook,14.0,1366x768,4,Windows,1.95,0,0,Intel Core i5,500,0,Intel,61218.72
Asus,Notebook,15.6,1920x1080,8,Windows,2.0,0,0,Other Intel Processor,0,128,Intel,31003.632
Dell,Gaming,15.6,3840x2160,16,Windows,2.65,0,1,Intel Core i7,1000,512,Nvidia,98301.6
HP,Notebook,15.6,1366x768,8,Windows,2.05,0,0,Intel Core i7,1000,0,Intel,31861.44
HP,Notebook,15.6,1920x1080,8,Windows,1.91,0,1,Intel Core i7,1000,0,Nvidia,52161.12
Asus,Notebook,15.6,1920x1080,4,Others/No OS/Linux,2.0,0,0,Intel Core i3,1000,0,Intel,20725.92
Lenovo,Notebook,17.3,3840x2160,16,Windows,2.4,0,1,Intel Core i7,0,512,Nvidia,158135.04
Asus,Notebook,15.6,1366x768,4,Windows,2.37,0,0,Intel Core i3,1000,0,Intel,21258.1872
Asus,Notebook,14.0,1366x768,4,Windows,1.5,0,0,Other Intel Processor,0,0,Intel,15238.08
Lenovo,Gaming,15.6,1920x1080,16,Windows,2.5,0,1,Intel Core i7,1000,256,Nvidia,62817.12
Dell,Notebook,15.6,1366x768,8,Windows,2.14,0,0,Intel Core i5,1000,0,Intel,28768.536
Asus,Gaming,17.3,1920x1080,16,Windows,3.0,0,0,Intel Core i7,1000,256,Nvidia,84768.48
Dell,2 in 1 Convertible,11.6,1366x768,4,Windows,1.39,1,0,Other Intel Processor,0,128,Intel,32127.84
HP,Gaming,15.6,1920x1080,8,Windows,2.62,0,1,Intel Core i7,1000,0,Nvidia,47898.72
HP,Workstation,15.6,1920x1080,8,Windows,1.9,0,0,Intel Core i7,0,256,AMD,79653.59999999999
Razer,Gaming,14.0,1920x1080,16,Windows,1.95,0,0,Intel Core i7,0,256,Nvidia,138474.72
Lenovo,Notebook,15.6,1920x1080,8,Others/No OS/Linux,2.32,0,0,Intel Core i5,1000,0,AMD,31914.72
Lenovo,Gaming,15.6,1920x1080,8,Windows,3.2,0,1,Intel Core i7,1000,256,Nvidia,74538.72
HP,Notebook,15.6,1920x1080,8,Windows,1.86,0,0,Intel Core i5,0,256,Intel,36763.2
Apple,Ultrabook,12.0,2304x1440,8,Mac,0.92,0,1,Other Intel Processor,0,256,Intel,67260.672
Lenovo,2 in 1 Convertible,14.0,2560x1440,8,Windows,1.36,1,1,Intel Core i5,0,256,Intel,87219.36
MSI,Gaming,15.6,1920x1080,16,Windows,1.8,0,0,Intel Core i7,1000,256,Nvidia,102777.12
